NIDID,Dam_Name,Insp_Date,Submit_Date,River,City_02,County,State,Cong_Dist,Cong_Rep,Party,Owner_Type,Owner_Name,Year_Comp,Year_Mod,Private_Dam,NPDP_Hazard,Permit_Auth,Insp_Auth,Enfrc_Auth,Juris_Dam,NID_Height,NID_Storage,Dam_Length,Max_Discharge,Drain_Area,Dam_Designer,EAP,Insp_Freq,St_Reg_Dam,St_Reg_Agncy,Volume,Fed_Fund,Fed_Design,Fed_Con,Fed_Reg,Fed_Insp,Srce_Agncy,Oth_StrucID,Num_Struc,Longitude,Latitude
VA00705,DAVENPORTS POND DAM,,2013-03-12,BUTLERS CREEK,ROUTE 648,AMELIA,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,T. F. DAVENPORT,1900,,N,LOW,Y,Y,Y,Y,18,120,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-77.93,37.28
VA13524,DAVIS DAM,,2013-03-12,TR-SWEATHOUSE CREEK,RT. 610,NOTTOWAY,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,A. L. DAVIS,,,N,,Y,Y,Y,Y,20,51,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-77.91,37.1816
VA12706,DAVIS POND NORTH DAM,,2013-03-12,MILL CREEK,ELTHAM,NEW KENT,VA,VA07,ERIC CANTOR (R),R,PRIVATE,DAVIS BROTHERS,1920,,N,LOW,Y,Y,Y,Y,10,412,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-76.83,37.5166
VA10110,DECKERS DAM,,2013-03-12,AYLETT CREEK,,KING WILLIAM,VA,VA01,ROBERT J. WITTMAN (R),R,PRIVATE,CHASE DECKER,,,N,LOW,Y,Y,Y,Y,16,132,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-77.12,37.7866
VA13713,DECOURSEY DAM,2009-12-10,2013-03-12,,,ORANGE,VA,VA07,ERIC CANTOR (R),R,NOT LISTED,DONALD W. DE COURSEY,,1996,N,LOW,Y,Y,Y,Y,21.1,79,,,0.76,,Y,0,Y,DCR,,,,,,,VA,,0,-77.865,38.2016
VA11315,DEEP RUN FARM DAM,2011-12-16,2013-03-12,TR-DEEP RUN,,MADISON,VA,VA05,ROBERT HURT (R),R,PRIVATE,MR. & MRS. JAY JOHNSON,1972,,N,LOW,Y,Y,Y,Y,40,657,440,,0.75,UNKNOWN,Y,0,Y,DCR,,,,,,,VA,,0,-78.2166,38.4916
VA15904,DELAND DAM,,2013-03-12,PECKS CREEK,WELFORD,RICHMOND,VA,VA01,ROBERT J. WITTMAN (R),R,PRIVATE,ROBERT D. DELAND,1954,,N,,Y,Y,Y,Y,16,103,240,847,,,NR,0,Y,DCR,5870,,USDA NRCS,,,,VA,,0,-76.7583,37.8966
VA09715,DEW DAM,,2013-03-12,,,KING AND QUEEN,VA,VA01,ROBERT J. WITTMAN (R),R,PRIVATE,JOHN M. DEW,1967,,N,,Y,Y,Y,Y,12,146,238,2206,,,NR,0,Y,DCR,3258,,USDA NRCS,,,,VA,,0,-76.8583,37.785
VA14347,DEWS DAM,,2013-03-12,TR-VALENTINE CREEK,,PITTSYLVANIA,VA,VA05,ROBERT HURT (R),R,PRIVATE,S. P. DEWS,,,N,LOW,Y,Y,Y,Y,27,33,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-79.2266,37.0816
VA05717,DILLARD DAM,,2013-03-12,,,ESSEX,VA,VA01,ROBERT J. WITTMAN (R),R,PRIVATE,ALEXANDER FLEET DILLARD,,,N,LOW,Y,Y,Y,Y,18,176,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-76.8533,37.9116
VA13101,DIXON-PARSON DAM,,2013-03-12,TR ELLIOTTS CREEK,CHESAPEAKE BAY,NORTHAMPTON,VA,VA02,E. SCOTT RIGELL (R),R,PRIVATE,HUME DIXON,1950,,N,,Y,Y,Y,Y,8,103,40,32,,,NR,0,Y,DCR,250,,USDA NRCS,,,,VA,,0,-76.0016,37.215
VA11102,DIXONS DAM,,2013-03-12,GREAT CREEK,ST RT 617,LUNENBURG,VA,VA05,ROBERT HURT (R),R,PRIVATE,J. C. MOORE,1920,,N,LOW,Y,Y,Y,Y,13,58,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-78.0233,36.8866
MD00276,DODD FARM POND,2009-07-24,2013-02-04,TR-WYE EAST RIVER,,QUEEN ANNE'S,MD,MD01,ANDY HARRIS (R),R,PRIVATE,"T WILLARD DODD, JR",1984,1984,N,LOW,Y,Y,Y,Y,27,17,315,25,0.1,USDA NRCS,NR,5,Y,MD DAM SAFETY,1,,USDA NRCS,,,,MD,,0,-76.1166,38.9366
VA02937,DOUG BRANCH POND,2009-12-18,2013-03-12,TR-JAMES RIVER,,BUCKINGHAM,VA,VA05,ROBERT HURT (R),R,STATE,"VA DCR, DIVISION OF STATE PARKS",,1991,N,LOW,Y,Y,Y,Y,30.19,32.7,122,,0.5,,Y,0,Y,DCR,,,,,,,VA,,0,-78.795,37.6383
VA08105,DOYLES DAM,,2013-03-12,ROCKY RUN,ST RT 604,GREENSVILLE,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,MARVIN PAIR,1947,,N,LOW,Y,Y,Y,Y,10,51,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-77.7033,36.6266
VA00109,DRUMMONDS MILLPOND DAM,,2013-03-12,,,ACCOMACK,VA,VA02,E. SCOTT RIGELL (R),R,PRIVATE,DRUMMOND MILL FARM,,,N,LOW,Y,Y,Y,Y,11,93,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-75.69,37.7666
VA10111,DUBLIN MILLPOND DAM,,2013-03-12,,,KING WILLIAM,VA,VA01,ROBERT J. WITTMAN (R),R,NOT LISTED,,,,N,LOW,Y,Y,Y,Y,15,112,,,,,N,0,Y,DCR,,,,,,,VA,,0,-77.1966,37.8466
VA08328,DUNCAN DAM,,2013-03-12,TR-CHILDERN CREEK,RT. 501,HALIFAX,VA,VA05,ROBERT HURT (R),R,PRIVATE,RUBEN J. DUNCAN,1957,,N,,Y,Y,Y,Y,23,92,336,1990,,,NR,0,Y,DCR,8140,,USDA NRCS,,,,VA,,0,-79.0416,36.95
VA17715,E.H. MILLS MEMORIAL DAM,,2013-03-12,,,SPOTSYLVANIA,VA,VA01,ROBERT J. WITTMAN (R),R,PRIVATE,MASSAPONAX SAND & GRAVEL CORP.,,,N,LOW,Y,Y,Y,Y,23,1070,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-77.4133,38.2466
VA05304,EADES DAM,,2013-03-12,TR-GEORGES BRANCH,ST RT 624,DINWIDDIE,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,OWEN EADES,1973,,N,LOW,Y,Y,Y,Y,21,69,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-77.7016,37.205
VA08321,EAST TEMPLE DAM,,2013-03-12,TR-BIRCH CREEK,,HALIFAX,VA,VA05,ROBERT HURT (R),R,PRIVATE,C. B. TEMPLE,,,N,LOW,Y,Y,Y,Y,23,57,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-79.085,36.6816
VA03716,EASTERN PINES DAM,,2013-03-12,TR-CARGILLS CREEK,,CHARLOTTE,VA,VA05,ROBERT HURT (R),R,PRIVATE,EASTERN PINES DEVELOPMENT CORPORATION,,,N,LOW,Y,Y,Y,Y,36,70,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-78.6666,36.7316
VA08707,EBERHARD DAM,,2013-03-12,BOAR SWAMP,BRADLEY ACRES,HENRICO,VA,VA03,ROBERT C. ???BOBBY??? SCOTT (D),D,PRIVATE,ANTHONY J. QUINN,1900,,N,LOW,Y,Y,Y,Y,19,405,1000,,,,N,0,Y,DCR,,,,,,,VA,,0,-77.239,37.5198
MD00226,EDEN MILL DAM,2011-07-21,2013-02-04,DEER CREEK,,HARFORD,MD,MD01,ANDY HARRIS (R),R,LOCAL GOVERNMENT,HARFORD COUNTY PARKS AND RECREATION,1917,"1994,SH",N,SIGNIFICANT,Y,Y,Y,Y,18,17,158,1549,85,BUCHART HORN,Y,3,Y,MD DAM SAFETY,,,,,,,MD,,0,-76.4529,39.6748
VA17107,EDINBURG DAM,,2013-03-12,,,SHENANDOAH,VA,VA06,BOB GOODLATTE (R),R,PUBLIC UTILITY,DOMINION,,,N,LOW,N,N,N,N,16,145,,,,,NR,0,N,DCR,,,,,,,VA,,0,-78.545,38.83
VA08327,EDMUNDS DAM,,2013-03-12,TR-WOODS CREEK,,HALIFAX,VA,VA05,ROBERT HURT (R),R,PRIVATE,"PAUL EDMUNDS, JR.",,,N,LOW,Y,Y,Y,Y,28,32,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-78.8683,36.72
MD00223,ELK NECK STATE PARK DAM,2011-05-03,2013-02-04,OFFSTREAM-TR-ELK RIVER,,CECIL,MD,MD01,ANDY HARRIS (R),R,STATE,"MD DNR-PUBLIC LANDS, ENGINEERING & CONSTR-CENTRAL",1960,1960,N,LOW,Y,Y,Y,Y,25,500,400,180,0.5,US ARMY CORPS OF ENGINEERS,NR,5,Y,MD DAM SAFETY,,,,,,,MD,,0,-75.9758,39.4819
VA14319,ELKHORNE DAM,2004-09-18,2013-03-12,ELKHORN CREEK,ST RT 686,PITTSYLVANIA,VA,VA05,ROBERT HURT (R),R,PRIVATE,JEL INC.,1950,,N,LOW,Y,Y,Y,Y,43,2516,420,,7.2,,Y,0,Y,DCR,,,,,,,VA,,0,-79.17,36.8383
VA00312,ELLERSIE DAM,,2013-03-12,SLATE QUARRY CREEK,VA STATE ROUTE-627,ALBEMARLE,VA,VA05,ROBERT HURT (R),R,PRIVATE,"TRUMP VINYARD ESTATES, LLC",1967,,N,LOW,Y,Y,Y,Y,26,200,900,,,,N,0,Y,DCR,,,,,,,VA,,0,-78.4933,37.945
VA14919,ENOCHS DAM,,2013-03-12,TR-POWELL CREEK,,PRINCE GEORGE,VA,VA03,ROBERT C. ???BOBBY??? SCOTT (D),D,PRIVATE,J. W. ENOCHS,,,N,LOW,Y,Y,Y,Y,10,202,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-77.1633,37.2816
VA02503,EPPERSON DAM,,2013-03-12,GUM BR. OF ROSES CREEK,I85,BRUNSWICK,VA,VA05,ROBERT HURT (R),R,PRIVATE,ANN C. EPPERSON,1963,,N,,Y,Y,Y,Y,22,67,300,61,,,NR,0,Y,DCR,14830,,USDA NRCS,,,,VA,,0,-77.8816,36.8533
VA04140,EVERGREEN LAKE DAM,,2013-03-12,,,CHESTERFIELD,VA,VA07,ERIC CANTOR (R),R,PRIVATE,MIDLOTHIAN COMPANY,,,N,LOW,Y,Y,Y,Y,22,72,300,,,,N,0,Y,DCR,,,,,,,VA,,0,-77.6316,37.4683
MD00099,FAIRLEE LAKE,2012-01-12,2013-02-04,TR-FAIRLEE CREEK,,KENT,MD,MD01,ANDY HARRIS (R),R,PRIVATE,GREENS POINT COVE ASSOC C/O SUMMIT ASSOCIATES INC.,,1972S,N,LOW,Y,Y,Y,Y,20,254,400,2000,3.6,DAVID BRAMBLE CONST CO,NR,5,Y,MD DAM SAFETY,,,,,,,MD,,0,-76.1697,39.2455
VA05931,FAIRVIEW LAKE DAM,2012-01-10,2013-03-12,HOLMES RUN,,FAIRFAX,VA,VA08,JAMES P. MORAN (D),D,LOCAL GOVERNMENT,FAIRFAX COUNTY BOARD OF SUPERVISORS,1986,,N,HIGH,Y,Y,Y,Y,26.5,785,201.5,,2.61,GANNETT FLEMING CORDDRY& CARPENTER,Y,0,Y,DCR,,,,,,,VA,,0,-77.21,38.86
VA01106,FAIRVIEW YOUTH CAMP DAM,,2013-03-12,TR-FALLING RIVER,SPRING MILLS,APPOMATTOX,VA,VA05,ROBERT HURT (R),R,PRIVATE,"FAIRVIEW CHRISTIAN CHURCH, INC.",1950,,N,,Y,Y,Y,Y,35,48,310,2146,,,NR,0,Y,DCR,21600,,USDA NRCS,,,,VA,,0,-78.8866,37.2516
VA04115,FALLING CREEK RESERVOIR DAM,2010-05-13,2013-03-12,FALLING CREEK,RICHMOND,CHESTERFIELD,VA,VA04,J. RANDY FORBES (R),R,LOCAL GOVERNMENT,CHESTERFIELD COUNTY,1952,,N,HIGH,Y,Y,Y,Y,34,1511,207,,53.2,,Y,0,Y,DCR,,,,,,,VA,,0,-77.4658,37.4618
VA03118,FARMER DAM,,2013-03-12,TR-MOLLYS CREEK,RT 650,CAMPBELL,VA,VA05,ROBERT HURT (R),R,PRIVATE,W. L. FARMER,1953,,N,,Y,Y,Y,Y,23,70,367,2415,,,NR,0,Y,DCR,17288,,USDA NRCS,,,,VA,,0,-79.075,37.1883
VA14717,FARMVILLE DAM,,2013-03-12,TANYARD BR. OF BRIERY CREEK,,PRINCE EDWARD,VA,VA05,ROBERT HURT (R),R,PRIVATE,CHRIS AND SHEILA COPLEY,,,N,SIGNIFICANT,Y,Y,Y,Y,22,300,435,,2.5,,N,0,Y,DCR,,,,,,,VA,,0,-78.42,37.2383
VA14337,FARTHING DAM,,2013-03-12,TR-DRY FOK,DRY FORK,PITTSYLVANIA,VA,VA05,ROBERT HURT (R),R,PRIVATE,RUDY CLAY FARTHING,1969,,N,,Y,Y,Y,Y,21,105,416,785,,,NR,0,Y,DCR,16700,,USDA NRCS,,,,VA,,0,-79.405,36.72
VA15323,FASHION PLACE MALL,,2013-03-12,TR-COW BRANCH,US ROUTE-1,PRINCE WILLIAM,VA,VA11,GERALD E. CONNOLLY (D),D,LOCAL GOVERNMENT,PRINCE WILLIAM COUNTY,,,N,HIGH,Y,Y,Y,Y,48,294.19,560,,0.76,DEWBERRY & DAVIS,N,0,Y,DCR,,,,,,,VA,,0,-77.2816,38.6266
MD00329,FEDEX FIELD POND NO. 1,2012-05-22,2013-02-04,TR-SOUTHWEST BRANCH,BRIGHTSEAT,PRINCE GEORGES,MD,MD04,DONNA F. EDWARDS (D),D,PRIVATE,"WFI STADIUM, INC.",1997,1997,N,HIGH,Y,Y,Y,Y,30,60,1000,2000,0.5,GREENHORNE AND O'MARA/RAND POSTELL,Y,1,Y,MD DAM SAFETY,,,,,,,MD,,0,-76.8611,38.9122
VA08530,FELDSPAR CORP. DAM #1,,2013-03-12,,,HANOVER,VA,VA07,ERIC CANTOR (R),R,PRIVATE,THE FELDSPAR CORP.,,,N,LOW,Y,Y,Y,Y,25,870,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-77.71,37.765
VA08531,FELDSPAR CORP. DAM #2,,2013-03-12,,,HANOVER,VA,VA07,ERIC CANTOR (R),R,PRIVATE,THE FELDSPAR CORP.,,,N,LOW,Y,Y,Y,Y,25,1392,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-77.7033,37.76
VA02926,FENDER DAM,,2013-03-12,TR-GANNAWAY CREEK,,BUCKINGHAM,VA,VA05,ROBERT HURT (R),R,PRIVATE,W. S. FENDER,1973,,N,LOW,Y,Y,Y,Y,20,61,255,,,,NR,0,Y,DCR,4749,,USDA NRCS,,,,VA,,0,-78.4733,37.3666
VA14343,FERRELL EDMUNDS DAM,,2013-03-12,TR-CANE CREEK,,PITTSYLVANIA,VA,VA05,ROBERT HURT (R),R,PRIVATE,FERRELL EDMUNDS,,,N,SIGNIFICANT,Y,Y,Y,Y,24,116,,,0.45,,N,0,Y,DCR,,,,,,,VA,,0,-79.3333,36.6033
MD00354,FERRY LANDING WOODS POND,2012-06-07,2013-02-04,TR-PATUXENT RIVER,NONE,CALVERT,MD,MD05,STENY H. HOYER (D),D,PRIVATE,FERRY LANDING WOODS CIVIC ASSOCIATION,1981,"2003, S",N,,Y,Y,Y,Y,22,150,300,,0.2,HUGH WILKERSON(ORIGINAL); MIKE RODEVICK (REPAIRS),NR,5,Y,MD DAM SAFETY,,,,,,,MD,,0,-76.6872,38.7263
VA02928,FITZGERALD DAM,,2013-03-12,TR-LITTLE ROCK ISLAND CREEK,RT678,BUCKINGHAM,VA,VA05,ROBERT HURT (R),R,PRIVATE,OLLIE FITZGERALD,1970,,N,LOW,Y,Y,Y,Y,30,32,310,,,,NR,0,Y,DCR,6222,,USDA NRCS,,,,VA,,0,-78.5283,37.6883
VA08324,FIVE OAKS DAM,,2013-03-12,TR-BIRCH CREEK,RT. 683,HALIFAX,VA,VA05,ROBERT HURT (R),R,PRIVATE,BILLY R. RICKMAN,1963,,N,,N,N,N,N,29,62,385,610,,,NR,0,N,DCR,28305,,USDA NRCS,,,,VA,,0,-79.0933,36.7416
VA02505,FLATROCK POND DAM,,2013-03-12,FLATROCK BRANCH,,BRUNSWICK,VA,VA05,ROBERT HURT (R),R,PRIVATE,B. M. SMITH,,,N,LOW,Y,Y,Y,Y,14,91,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-77.76,36.8116
VA19303,FLEMMER DAM,,2013-03-12,TROY CREEK,VA STATE ROUTE-637,WESTMORELAND,VA,VA01,ROBERT J. WITTMAN (R),R,PRIVATE,DOUG FLEMMER,1963,,N,,Y,Y,Y,Y,21,141,281,2855,,,NR,0,Y,DCR,12392,,USDA NRCS,,,,VA,,0,-77.0216,38.1383
VA06521,FLUVANNA CORRECTION CTR FOR WOMEN DAM,2004-01-20,2013-03-12,FROM MECHUNK CREEK,,FLUVANNA,VA,VA05,ROBERT HURT (R),R,STATE,VA DEPARTMENT OF CORRECTIONS,1996,,N,LOW,Y,Y,Y,Y,34,134,,,,DEWBERRY & DAVIS,Y,0,Y,DCR,,,,,,,VA,,0,-78.2668,37.9825
VA06502,FLUVANNA RURITAN DAM,2011-03-22,2013-03-12,,,FLUVANNA,VA,VA05,ROBERT HURT (R),R,STATE,VA DEPARTMENT OF GAME & INLAND FISHERIES,1955,,N,LOW,Y,Y,Y,Y,43,1500,790,,1.49,,Y,0,Y,DCR,,,,,,,VA,,0,-78.3683,37.885
VA10117,FOGG DAM,,2013-03-08,SULLENS CREEK,RT. 652,KING WILLIAM,VA,VA01,ROBERT J. WITTMAN (R),R,PRIVATE,GEORGE FOGG,1965,,N,,N,N,N,N,16,138,200,1504,,,NR,0,N,,4480,,USDA NRCS,,,,USDA NRCS,,0,-77.2629,37.7589
VA13501,FORT PICKETT RESERVOIR DAM,1995-06-07,2013-02-27,UNKNOWN,,NOTTOWAY,VA,VA04,J. RANDY FORBES (R),R,FEDERAL,FORT PICKETT,1942,,N,,N,N,N,N,36,2757,1030,,202,UNKNOWN,N,0,N,DCR,,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,,0,-77.965,36.9883
VA05919,FOX LAKE DAM,2009-09-15,2013-03-12,TR-DIFFICULT RUN,NONE,FAIRFAX,VA,VA10,FRANK R. WOLF (R),R,NOT LISTED,FOX LAKE POA,1964,,N,LOW,Y,Y,Y,Y,33,108,450,,0.17,BERRY ENGINEERS,Y,0,Y,DCR,,,,,,,VA,,0,-77.3333,38.8883
VA08528,FRANCIS BROADDUS DAM,,2013-03-12,PAMUNKEY RIVER,PAMUNKEY RIVER,HANOVER,VA,VA07,ERIC CANTOR (R),R,PRIVATE,FRANCIS BROADDUS,1962,,N,,Y,Y,Y,Y,23,151,243,,,,NR,0,Y,DCR,10360,,USDA NRCS,,,,VA,,0,-77.1983,37.6616
VA18302,FREEMANS DAM,,2013-03-12,TR-SEACOCK SWAMP,,SUSSEX,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,MACKUEN,,,N,LOW,Y,Y,Y,Y,12,305,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-76.955,36.9483
VA04937,FROST DAM,,2013-03-12,,,CUMBERLAND,VA,VA05,ROBERT HURT (R),R,PRIVATE,LAWRENCE FROST,,,N,LOW,Y,Y,Y,Y,17,61,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-78.2683,37.355
VA09310,GAIL DAM,,2013-03-12,TR-LAWNES CREEK,ST. RT. 10,ISLE OF WIGHT,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,MARTHA GAIL,1965,,N,,Y,Y,Y,Y,16,80,215,1063,,,NR,0,Y,DCR,5619,,USDA NRCS,,,,VA,,0,-76.7016,37.055
VA08506,GAINES MILL DAM,,2013-03-12,BLOODY RUN,HANOVER FARMS,HANOVER,VA,VA07,ERIC CANTOR (R),R,PRIVATE,GAINES MILL HOA AND THE MATTHEWS,1850,,N,HIGH,Y,Y,Y,Y,15,150,360,,,,N,0,Y,DCR,,,,,,,VA,,0,-77.3016,37.5883
VA19308,GARDY MILLPOND DAM,,2013-03-12,,,WESTMORELAND,VA,VA01,ROBERT J. WITTMAN (R),R,STATE,VA DEPARTMENT OF GAME & INLAND FISHERIES,1930,,N,LOW,Y,Y,Y,Y,10,800,500,,13,,Y,0,Y,DCR,,,,,,,VA,,0,-76.6016,38.0016
VA08106,GARNERS DAM,,2013-03-12,BEAVER POND CREEK,ST RT 633,GREENSVILLE,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,G. B. LIGON,1850,,N,LOW,Y,Y,Y,Y,10,84,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-77.67,36.5583
VA09714,GARNETT MILLPOND DAM,,2013-03-12,CHAPEL CREEK,,KING AND QUEEN,VA,VA01,ROBERT J. WITTMAN (R),R,NOT LISTED,,,,N,LOW,Y,Y,Y,Y,15,133,,,,,N,0,Y,DCR,,,,,,,VA,,0,-77.0883,37.88
VA10118,GARRETTS DAM,,2013-03-12,,,KING WILLIAM,VA,VA01,ROBERT J. WITTMAN (R),R,PRIVATE,HELEN GARRETT,,,N,LOW,Y,Y,Y,Y,18,128,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-76.975,37.69
VA07520,GATHRIGHTS DAM,,2013-03-12,TRIB. JAMES RIVER,,GOOCHLAND,VA,VA07,ERIC CANTOR (R),R,PRIVATE,L. K. GATHRIGHT,1964,,N,,Y,Y,Y,Y,18,100,320,886,,,N,0,Y,DCR,13318,,USDA NRCS,,,,VA,,0,-77.8916,37.685
MD00304,GBMC POND,2011-06-29,2013-02-04,TR-TOWSON RUN,TOWSON,BALTIMORE,MD,MD03,JOHN P. SARBANES (D),D,PRIVATE,GREATER BALTIMORE MEDICAL CENTER,1993,1993,N,SIGNIFICANT,Y,Y,Y,Y,13,5.4,350,296,0.07,"DAFT-MCCUNE-WALKER, INC",Y,3,Y,MD DAM SAFETY,,,,,,,MD,,0,-76.6275,39.392
VA04141,GENERAL LAND COMPANY DAM,,2013-03-12,TOMAHAWK CREEK,SWIFT CREEK RESERVOIR,CHESTERFIELD,VA,VA07,ERIC CANTOR (R),R,PRIVATE,SUMMIT PROPERTIES,1950,,N,,Y,Y,Y,Y,10,81,500,90,,,NR,0,Y,DCR,24470,,USDA NRCS,,,,VA,,0,-77.68,37.4666
VA14728,GENTRY DAM,,2013-03-12,TR-EVANS CREEK,RT. 632,PRINCE EDWARD,VA,VA05,ROBERT HURT (R),R,PRIVATE,EUGENE REDD,1972,,N,,Y,Y,Y,Y,15,140,255,3012,,,NR,0,Y,DCR,9369,,USDA NRCS,,,,VA,,0,-78.3866,37.1066
VA14327,GILES DAM,,2013-03-12,GREEN ROCK BRANCH,CHATHAM,PITTSYLVANIA,VA,VA05,ROBERT HURT (R),R,PRIVATE,BILLY GILES,1960,,N,,Y,Y,Y,Y,21,51,293,373,,,NR,0,Y,DCR,12283,,USDA NRCS,,,,VA,,0,-79.4466,36.8033
VA82402,GLADE MTN NO 1,,2013-03-13,NONE,,,VA,VA09,H. MORGAN GRIFFITH (R),R,FEDERAL,USDA FS,1955,,N,LOW,N,N,N,N,74,50,650,100,,,NR,0,N,,7840300,USDA FS,USDA FS,USDA FS,USDA FS,USDA FS,USDA FS,,0,-81.32,36.83
VA17302,GLADE MTN WASHER SITE 3,,2013-03-12,,,SMYTH,VA,VA09,H. MORGAN GRIFFITH (R),R,NOT LISTED,USDA FOREST SERVICE,,2008,N,LOW,N,N,N,N,74,50,,,0.1,,NR,0,N,DCR,,,,,,,VA,,0,-81.3233,36.835
VA04931,GNEGY DAM,,2013-03-12,,,CUMBERLAND,VA,VA05,ROBERT HURT (R),R,PRIVATE,GORDON GNEGY,,,N,LOW,Y,Y,Y,Y,20,101,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-78.27,37.465
VA13109,GOFFIGON DAM,,2013-03-12,,,NORTHAMPTON,VA,VA02,E. SCOTT RIGELL (R),R,PRIVATE,KEMPER GOFFIGON,,,N,LOW,Y,Y,Y,Y,10,134,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-75.9433,37.24
VA14705,GOODWIN DAM,2004-05-03,2013-03-12,TR-SANDY RIVER,PRINCE EDWARD STATE PARK,PRINCE EDWARD,VA,VA05,ROBERT HURT (R),R,STATE,"VA DCR, DIVISION OF STATE PARKS",1939,,N,LOW,Y,Y,Y,Y,32,212.25,350,,0.55,U.S. DEPARTMENT OF INTERIOR,Y,0,Y,DCR,,,,,,,VA,,0,-78.2811,37.175
VA17705,GORDONS DAM,,2013-03-12,TR-PO RIVER,ROUTE 208,SPOTSYLVANIA,VA,VA07,ERIC CANTOR (R),R,PRIVATE,RO GORDON,1950,,N,LOW,Y,Y,Y,Y,15,82,350,,,,NR,0,Y,DCR,,,,,,,VA,,0,-77.595,38.1733
VA10714,GORE DAM,2010-07-02,2013-03-12,TR-POTOMAC RIVER,NONE,LOUDOUN,VA,VA10,FRANK R. WOLF (R),R,PRIVATE,JAMES C. ATHEY,1950,,N,LOW,Y,Y,Y,Y,35,162,240,,0.26,,Y,0,Y,DCR,,,USDA NRCS,,,,VA,,0,-77.5416,39.2533
VA15706,GRAAGE DAM,,2013-03-12,,,RAPPAHANNOCK,VA,VA05,ROBERT HURT (R),R,PRIVATE,THOMAS G. STORCH & M. ANNE YEOMAN,,,N,LOW,Y,Y,Y,Y,18,60,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-78.2416,38.6
VA03119,GRANDVIEW LAKE DAM,,2013-03-12,TR-MOLLYS CREEK,,CAMPBELL,VA,VA05,ROBERT HURT (R),R,PRIVATE,"THOUSAND TRAILS, INC.",,,N,LOW,Y,Y,Y,Y,24,135,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-79.0516,37.2083
VA08523,GRASSY DAM,,2013-03-12,GRASSY SWAMP CREEK,,HANOVER,VA,VA07,ERIC CANTOR (R),R,PRIVATE,D. ROBER,,,N,LOW,Y,Y,Y,Y,15,194,400,,,,NR,0,Y,DCR,,,,,,,VA,,0,-77.5383,37.705
MD00049,GREAT FALLS ESTATE DAM,2012-07-10,2013-02-04,COOL SPRING BRANCH,,MONTGOMERY,MD,MD08,CHRIS VAN HOLLEN (D),D,PRIVATE,POTOMAC FALLS NATURE CONSERVANCY ASSOC,1963,1963,N,LOW,Y,Y,Y,Y,34,134,300,160,0.3,ROBERT A. GOVES & ASSOC.,NR,5,Y,MD DAM SAFETY,,,,,,,MD,,0,-77.2361,39.012
VA01933,GREG LESTER DAM,,2013-03-12,TRIB- ELK CR.,,BEDFORD,VA,VA05,ROBERT HURT (R),R,PRIVATE,GREG LESTER,2000,,N,,Y,Y,Y,Y,43,359,660,,0.57,"HURT & PROFFITT, INC.",Y,0,Y,DCR,,,,,,,VA,,0,-79.3416,37.3566
VA14334,GREGORY DAM,,2013-03-12,TR-JOHNS RUN,,PITTSYLVANIA,VA,VA05,ROBERT HURT (R),R,PRIVATE,LOUIS W. GREGORY,,,N,LOW,N,N,N,N,28,64,,,,,NR,0,N,DCR,,,,,,,VA,,0,-79.2016,36.795
VA04122,GREGORY'S POND DAM,,2013-03-12,FALLING CREEK,FALLING CREEK FARMS,CHESTERFIELD,VA,VA07,ERIC CANTOR (R),R,PRIVATE,BROAD ROCK FISH CLUB,1901,,N,SIGNIFICANT,Y,Y,Y,Y,14,368,,,21.3,,N,0,Y,DCR,,,,,,,VA,,0,-77.57,37.45
